,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,User,Text,Date,Hashtags
7597,14694,15945,17319,17319,redeinfonews,#RedeInfoNews #Teresópolis #Covid19 #Coronavírus #lockdown Teresópolis: Decisão judicial determina retomada do sistema de lockdown a partir desta quarta ,2020-06-30 16:29:57+00:00,#RedeInfoNews #Teres #Covid19 #Coronav #lockdown
7613,14725,15977,17351,17351,DowntheTownNews,Exclusive: Covid-19 disappointed at lack of traditional Irish welcome https://www.downthetownnews.com/?p=620 #COVID19 #Covid_19 #Coronavirusireland #lockdown #ceadmilefailte #PubsReopening #Coffee #zoom #therapy #Phase3 #pints #craic #Cheltenham #irelandcares #IrelandsCovidBattle #Ireland,2020-06-30 16:18:02+00:00,#COVID19 #Covid_19 #Coronavirusireland #lockdown #ceadmilefailte #PubsReopening #Coffee #zoom #therapy #Phase3 #pints #craic #Cheltenham #irelandcares #IrelandsCovidBattle #Ireland
7621,14740,15993,17369,17369,NetitharamNews,#coronapandemic #coronaepidemic #COVID19 #netitharamnews #worldfightscorona #IndiaFightsCorona #StayHome #StaySafe #pmo #icmr #pib #modi #lockdown #frontlinewarriors #frontlineworkers #coronaupdates #coronanews #narendramodi #garibkalyanyojana #garibkalyanyojana #pmkisan,2020-06-30 16:13:20+00:00,#coronapandemic #coronaepidemic #COVID19 #netitharamnews #worldfightscorona #IndiaFightsCorona #StayHome #StayHome #StaySafe #pmo #icmr #pib #modi #lockdown #frontlinewarriors #frontlineworkers #coronaupdates #coronanews #narendramodi #garibkalyanyojana #garibkalyanyojana #pmkisan
7684,14855,16133,17534,17534,warwicknewsroom,'Coronavirus: What's happening in Leicester? This is how the local lockdown will work' Dr Mike Tildesley (@mjtildesley) of @WarwickLifeSci/@warwickmaths provides his expert analysis of the latest #COVID19 development: ,2020-06-30 15:36:55+00:00,#COVID19
7687,14861,16139,17541,17541,airnews_Chennai,சென்னையில் உள்ள அம்மா உணவகங்களில் ஜூலை 5-ஆம் தேதி வரை விலையில்லா உணவு - முதலமைச்சர் #TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19,2020-06-30 15:34:54+00:00,#TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19
7707,14899,16179,17584,17584,NetitharamNews,#coronavirus #coronaoutbreak #coronapandemic #coronaepidemic #COVID19 #netitharamnews #netitharam #coronadeaths #worldfightscorona #IndiaFightsCorona #StayHome #StaySafe #pmo #narendramodi #modi #lockdown #frontlinewarriors #frontlineworkers #coronaupdates #coronanews #icmr,2020-06-30 15:22:41+00:00,#coronavirus #coronaoutbreak #coronapandemic #coronaepidemic #COVID19 #netitharamnews #netitharam #coronadeaths #worldfightscorona #IndiaFightsCorona #StayHome #StayHome #StaySafe #pmo #narendramodi #modi #lockdown #frontlinewarriors #frontlineworkers #coronaupdates #coronanews #icmr
7720,14922,16203,17611,17611,worldnewsdotcom,#Armenia officials rule out new #lockdown even as #COVID19 worsens #Yerevan @NikolPashinyan,2020-06-30 15:16:46+00:00,#Armenia #lockdown #COVID19 #Yerevan
7749,14976,16264,17678,17678,ESA_CelebNews,@ESA_CelebNews @simphiwedana confirms that her mom has tested positive for covid-19 - https://bit.ly/3ifZwDk #Kanye #COVID19 #CoronaVirusSA #lockdown #lockdownextension,2020-06-30 15:04:28+00:00,#Kanye #COVID19 #CoronaVirusSA #lockdown #lockdownextension
7773,15021,16315,17735,17735,ThermaticNews,"Our team and their families have been receiving their Family Care Packs we have sent out! Keeping our team and their families safe, especially now the lockdown restrictions are being eased, is a top priority for us. #PPE #COVID19 #HVAC #engineering #thermatic",2020-06-30 14:46:37+00:00,#PPE #COVID19 #HVAC #engineering #thermatic
7782,15038,16333,17754,17754,WeForNews,"Lockdown measures in containment zones stand extended up to July 31. Schools, colleges, cinema halls, swimming pools, gyms, entertainment parks, social, political religious and other large congregation shall remain prohibited till July 31: West Bengal Govt #COVID19",2020-06-30 14:39:45+00:00,#COVID19
7803,15078,16376,17800,17800,BuildingNews,@RedrowHomes is drastically scaling back its London operations after the #covid19 lockdown saw its completed sales for the year to June slump by nearly 40%. ,2020-06-30 14:27:57+00:00,#covid19
7857,15182,16492,17926,17926,airnews_Chennai,தமிழக உயர்கல்வித்துறை அமைச்சர் திரு கே பி அன்பழகனுக்கு கோவிட்-19 நோய் இருப்பது உறுதி செய்யப்பட்டுள்ளது. #TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19 ,2020-06-30 13:47:38+00:00,#TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19
7880,15227,16546,17991,17991,firstbiharnews,"बिहार में कोरोना से 5 लोगों की मौत, राज्य में मरने वालों का आंकड़ा पहुंचा 68 https://bit.ly/3iid3ub @BiharHealthDept #BiharFightsCorona #coronavirus #CoronaVirusUpdates #COVID19Vic #COVID19 #lockdown #Unlock",2020-06-30 13:34:54+00:00,#BiharFightsCorona #coronavirus #CoronaVirusUpdates #COVID19Vic #COVID19 #lockdown #Unlock
7884,15235,16554,17999,17999,PratidhvaniNews,ಜನರ ಹಸಿವು ಅರ್ಥವಾಗಲು 4 ತಿಂಗಳು ಬೇಕಾಯಿತೇ ಪ್ರಧಾನಿಯವರೇ? Does it took 4 months for PM Narendra Modi to understand the hunger of poor people? https://www.pratidhvani.com/national/2020/06/30/the-prime-minister-needs-4-months-to-understand-peoples-hunger #PMModi #pmlive #GareebKalyanAnnaYojana #Lockdown #Coronavirus #COVID19,2020-06-30 13:34:04+00:00,#PMModi #pmlive #GareebKalyanAnnaYojana #Lockdown #Coronavirus #COVID19
7988,15426,16761,18220,18220,airnews_Chennai,COVID-19 Positive Deaths 30.06.2020 #TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19 ,2020-06-30 12:40:26+00:00,#TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19
8000,15449,16785,18246,18246,airnews_Chennai,தமிழகத்தில் வெளிநாடுகளில் மற்றும் வெளிமாநிலத்தில் இருந்து வந்த 87 பேர் கோவிட்-19 தொற்றால் பாதிக்கப்பட்டுள்ளனர் - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN,2020-06-30 12:34:08+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
8002,15453,16790,18251,18251,airnews_Chennai,"#BREAKING || சென்னையில் தற்போது கோவிட்-19 க்கான சிகிச்சை பெற்று வருபவர்களின் எண்ணிக்கை 22,610 - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-06-30 12:33:31+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
8003,15454,16791,18253,18253,airnews_Chennai,"#BREAKING || சென்னையில் இதுவரை 58,327 பேருக்கு கோவிட்-19 பாதிப்பு - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-06-30 12:33:11+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
8004,15456,16793,18255,18255,airnews_Chennai,"#BREAKING || சென்னையில் இன்று மட்டும் 2,393 பேருக்கு கோவிட்-19 பாதிப்பு - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-06-30 12:33:00+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
8005,15458,16795,18257,18257,airnews_Chennai,"#BREAKING || தமிழகத்தில் இதுவரை கோவிட்-19-னால் உயிரிழந்தவர்களின் எண்ணிக்கை 1,201-ஆக அதிகரித்துள்ளது - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-06-30 12:32:46+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
8006,15460,16797,18259,18259,airnews_Chennai,#BREAKING || தமிழகத்தில் இன்று ஒரே நாளில் 60 பேர் உயிரிழப்பு - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN,2020-06-30 12:32:31+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
8007,15462,16799,18261,18261,airnews_Chennai,"#BREAKING || தமிழகத்தில் கோவிட்-19 க்கான பரிசோதனை இதுவரை 11,16,622 பேருக்கு செய்யப்பட்டுள்ளது - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-06-30 12:32:03+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
8008,15463,16800,18262,18262,airnews_Chennai,"#BREAKING || தமிழகத்தில் கோவிட்-19 க்கான பரிசோதனை இன்று மட்டும் 30,053 பேருக்கு செய்யப்பட்டுள்ளது - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-06-30 12:31:39+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
8010,15467,16806,18269,18269,airnews_Chennai,"BREAKING || தமிழகத்தில் கோவிட்-19 தொற்றால் பாதிக்கப்பட்டோர் எண்ணிக்கை 90,167 ஆக அதிகரித்துள்ளது - மாநில மக்கள் நல்வாழ்வுத்துறை. #AIRNews #Corona #CoronaVirus #Covid19 #IndiafightsCorona #TN_Together_AgainstCorona #Lockdown",2020-06-30 12:31:06+00:00,#AIRNews #Corona #CoronaVirus #Covid19 #IndiafightsCorona #TN_Together_AgainstCorona #Lockdown
8011,15469,16808,18271,18271,airnews_Chennai,"#BREAKING || தமிழகத்தில் இன்று மட்டும் கோவிட்-19 தொற்று 3,943 பேருக்கு உறுதி - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona",2020-06-30 12:30:56+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona
8023,15489,16831,18298,18298,publictvnews,ನೂರಕ್ಕೆ ನೂರರಷ್ಟು ರಾಜ್ಯದಲ್ಲಿ ಲಾಕ್‍ಡೌನ್ ಮಾಡಲ್ಲ: ಆರ್.ಅಶೋಕ್ https://tinyurl.com/ybjs2gpr #RAshok #KannadaNews #Lockdown #Covid19 @RAshokaBJP,2020-06-30 12:24:46+00:00,#RAshok #KannadaNews #Lockdown #Covid19
8029,15499,16841,18309,18309,antaranews,"Menteri Kesehatan Matt Honcock mengatakan Inggris akan segera mengumumkan melakukan karantina wilayah (lockdown) di Kota Leicester, karena kasus COVID-19 terus bertambah di daerah tersebut. #COVID19 ",2020-06-30 12:22:56+00:00,#COVID19
8039,15519,16863,18332,18332,NTANewsNow,Extension of Phase Two of the Eased Lockdown. #COVID19 #StaySafe #maskupNigeria,2020-06-30 12:18:01+00:00,#COVID19 #StaySafe #maskupNigeria
8049,15538,16885,18357,18357,EventNewsBlog,After the COVID19 lockdown we see how wristbands can help control entry https://www.eventindustrynews.com/news/after-the-covid19-lockdown-we-see-how-wristbands-can-help-control-entry #eventprofs,2020-06-30 12:11:27+00:00,#eventprofs
8075,15587,16937,18413,18413,COVIDNewsByMIB,"#IndiaFightsCorona: PM @narendramodi addressed the nation &amp; announced the extension of PMGKY till the end of November. As the fight against #COVID19 shifts to #Unlock2, PM asks everyone to follow regulations with same seriousness as during #Lockdown. #StaySafe #IndiaWillWin",2020-06-30 11:55:24+00:00,#IndiaFightsCorona #COVID19 #Unlock2 #Lockdown #StaySafe #IndiaWillWin
8093,15623,16976,18456,18456,corona_scotnews,IN FULL: Huge queues form as shoppers return to Tayside and Fife stores after three months of lockdown http://dlvr.it/RZfdr6 #coronavirus #covid19,2020-06-30 11:41:33+00:00,#coronavirus #covid19
8101,15638,16991,18472,18472,hwnewsmarathi,नोव्हेंबरपर्यंत देशातील ८० कोटी गरिबांना मिळणार मोफत धान्य | नरेंद्र मोदी | HW Marathi https://is.gd/C4Xy9X | #HWnewsmarathi #NarendraModi #Unlock2 #Lockdown #CoronaVirus #CoronavirusLockdown #COVID19 #PMModiAddrssTheNation #PMAddress #PMGareebKalyanAnnaYojana,2020-06-30 11:36:08+00:00,#HWnewsmarathi #NarendraModi #Unlock2 #Lockdown #CoronaVirus #CoronavirusLockdown #COVID19 #PMModiAddrssTheNation #PMAddress #PMGareebKalyanAnnaYojana
8116,15667,17024,18509,18509,WISERDNews,"Thinking more about where your food comes from since the #COVID19 COVID19 lockdown? Join the conversation we've been having about growing and eating food in fairer, more sustainable ways in Wales: https://wiserd.ac.uk/news/appetite-change",2020-06-30 11:28:21+00:00,#COVID19
8137,15707,17069,18560,18560,fx16news,"During lockdown, rules were strictly abided by. Now, govts, local administration and citizens again have to show similar caution. We need to have a special focus on containment zones. If you see someone flouting norms, tell them to not do so: PM Modi #COVID19",2020-06-30 11:13:46+00:00,#COVID19
8175,15777,17148,18648,18648,news7tamil,"#BREAKING இலவச ரேஷன் பொருட்கள் வழங்கும் திட்டத்திற்காக 90,000 கோடி ரூபாய் செலவிடப்படும்; பிரதமரின் வறுமை ஒழிப்பு திட்டம் நவம்பர் மாதம் வரை நீட்டிக்கப்படுகிறது! - பிரதமர் மோடி உரை! #PMModi | #Lockdown | #Covid19",2020-06-30 10:53:02+00:00,#BREAKING #PMModi #Lockdown #Covid19
8180,15787,17158,18660,18660,1stnewsng,"Lagos residents who are unable to get themselves tested in government own facilities would henceforth pay N50,400 in a private laboratory to conduct #COVID-19 test. . . #lockdownextension #Lockdown #Coronavirus #COVID19 ",2020-06-30 10:50:05+00:00,#COVID #lockdownextension #Lockdown #Coronavirus #COVID19
8201,15826,17204,18712,18712,DynamiteNews_,"During lockdown, rules were strictly abided by. Now, govts, local administration and citizens again have to show similar caution. We need to have a special focus on containment zones. If you see someone flouting norms, tell them to not do so: PM Modi #COVID19 @PMOIndia",2020-06-30 10:42:49+00:00,#COVID19
8223,15866,17248,18760,18760,otvnews,"If we look at the #COVID19 mortality rate, then the situation in India is very much under control; timely #Lockdown, has saved lakhs of lives: Prime Minister Narendra Modi in his address to the nation ",2020-06-30 10:34:18+00:00,#COVID19 #Lockdown
8236,15889,17273,18788,18788,sunnewstamil,"சென்னையில் ஆபரணத் தங்கத்தின் விலை சவரனுக்கு ரூ.56 உயர்ந்து, ரூ.37048க்கு விற்பனையாகிறது #SunNews #Covid19 #Lockdown #Chennai #Gold #GoldPriceToday",2020-06-30 10:27:57+00:00,#SunNews #Covid19 #Lockdown #Chennai #Gold #GoldPriceToday
8353,16116,17530,19078,19078,wolvesmolinews,It's the Leicester Lockdown! #COVID19 #leicesterlockdown #Leicester,2020-06-30 09:27:24+00:00,#COVID19 #leicesterlockdown #Leicester
8367,16142,17557,19106,19106,10NewsFirstMelb,"Melbourne's coronavirus hotspot suburbs have been placed back into lockdown, as the Andrews Government combats the state's #COVID19 crisis. From 11.59pm tomorrow night, residents will be required to stay home in 10 postcodes. @CandiceWyatt10 has the latest on this drastic move.",2020-06-30 09:18:05+00:00,#COVID19
8421,16243,17667,19226,19226,sunnewstamil,மதுரையில் கொரோனாவால் பாதிக்கப்பட்டோர் எண்ணிக்கை 2470 ஆக உயர்வு #SunNews #Covid19 #Lockdown #Madurai #Coroacases,2020-06-30 08:41:58+00:00,#SunNews #Covid19 #Lockdown #Madurai #Coroacases
8455,16308,17734,19296,19296,EnergyNewsCent1,5 เดือนแรก63 นำเข้าน้ำมันลดลง 12.8% มูลค่า 4.3 หมื่นล้าน https://www.energynewscenter.com/5-%e0%b9%80%e0%b8%94%e0%b8%b7%e0%b8%ad%e0%b8%99%e0%b9%81%e0%b8%a3%e0%b8%8163-%e0%b8%99%e0%b8%b3%e0%b9%80%e0%b8%82%e0%b9%89%e0%b8%b2%e0%b8%99%e0%b9%89%e0%b8%b3%e0%b8%a1%e0%b8%b1%e0%b8%99%e0%b8%a5/ via @EnergyNewsCent1 #diesel #ดีเซล #เบนซิน #ก๊าซธรรมชาติ #กรมธุรกิจพลังงาน #โรงกลั่นน้ำมัน #น้ำมันเชื้อเพลิง #น้ำมัน #covid19 #covid_19 #lockdown #โควิด19 #ล็อกดาวน์,2020-06-30 08:11:32+00:00,#diesel #covid19 #covid_19 #lockdown
8457,16311,17737,19299,19299,cedrec_news,Are you back in production following lockdown? See what you need to do to keep everyone safe - we'll keep you updated! http://cedr.ec/70x #Covid19 #Lockdown #HealthAndSafety #Manufacturing #Production #StayAlert,2020-06-30 08:09:20+00:00,#Covid19 #Lockdown #HealthAndSafety #Manufacturing #Production #StayAlert
8578,16544,17989,19573,19573,Inno3news,"Fondo nazionale #innovazione, c’è il #pianoindustriale #startup #aziendeinnovative #lockdown #VentureCapital #Digitale #COVID19 #DAD #SmartWorking #ecommerce #Cdp #Mise",2020-06-30 06:54:08+00:00,#innovazione #pianoindustriale #startup #aziendeinnovative #lockdown #VentureCapital #Digitale #COVID19 #DAD #SmartWorking #ecommerce #Cdp #Mise
8583,16553,18000,19586,19586,gulf_news,#covid19 #Nepal extends #lockdown to July 22 ,2020-06-30 06:50:20+00:00,#covid19 #Nepal #lockdown
8611,16605,18059,19652,19652,airnews_Chennai,நாமக்கல் மாவட்ட ஆட்சியர் அலுவலத்திற்கு தேவையில்லாமல் யாரும் வரவேண்டாம் என்பதற்காக அலுவலகத்தின் நுழைவாயில் முன்பு மனுக்களை அளிக்கும் பெட்டி வைக்கப்பட்டுள்ளன. #TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19 #lockdownextension,2020-06-30 06:31:18+00:00,#TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19 #lockdownextension
8633,16648,18105,19702,19702,airnews_Chennai,இந்தியாவின் முதல் கோவிட்-19 தடுப்பூசியான #COVAXIN ஜூலை மாதம் முதல் மனிதர்களுக்கு பரிசோதித்து பார்க்கப்படவுள்ளது. #TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19 #lockdownextension,2020-06-30 06:10:19+00:00,#COVAXIN #TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19 #lockdownextension
8641,16662,18120,19718,19718,NetitharamNews,#netitharamnews #netitharam #coronadeaths #worldfightscorona #IndiaFightsCorona #StayHome #StaySafe #pmo #icmr #pib #modi #lockdown #frontlinewarriors #frontlineworkers #coronaupdates #coronanews #COVID19 #coronaepidemic,2020-06-30 06:04:07+00:00,#netitharamnews #netitharam #coronadeaths #worldfightscorona #IndiaFightsCorona #StayHome #StayHome #StaySafe #pmo #icmr #pib #modi #lockdown #frontlinewarriors #frontlineworkers #coronaupdates #coronanews #COVID19 #coronaepidemic
8648,16675,18133,19731,19731,SkyNews,Three stories for this morning… Leicester to stay in lockdown as #COVID19 cases soar https://trib.al/dSIf3ZI PM to announce #coronavirus recovery plan https://trib.al/PIeUelo China approves controversial national security law for Hong Kong https://trib.al/PQb9npT,2020-06-30 06:00:00+00:00,#COVID19 #coronavirus
8650,16679,18137,19736,19736,9NewsAUS,"#BREAKING: Victorian Premier Daniel Andrews will lockdown 10 Melbourne hotspot postcodes from tomorrow night until at least July 29, following a surge in COVID-19 cases. Details here: http://9Soci.al/Cm7O50AloqO #COVID19 #9News",2020-06-30 05:58:41+00:00,#BREAKING #COVID19 #9News
8654,16685,18143,19742,19742,SkyNews,Leicester becomes the first place in the UK to be put into local lockdown as #COVID19 cases soar in the city. Health secretary @MattHancock talks about the decision at 7.10am #KayBurley Sky Channel 501 / Freeview 233 Watch live: http://trib.al/NJ70lwb,2020-06-30 05:56:00+00:00,#COVID19 #KayBurley
8663,16702,18162,19762,19762,9NewsAdel,#BREAKING: Ten Victorian postcodes will go into lockdown as the state tries to curb its spike in #COVID19 cases. #9News,2020-06-30 05:44:16+00:00,#BREAKING #COVID19 #9News
8664,16704,18164,19764,19764,NaMoniaNews,"Just a Humble Request..due to COVID19 &amp; continuous lockdown's most of suppliers delivery got delayed due to manufacturing stop, labours not available, trucks movement stopped etc.. due to which Suppliers RATINGS going down..can u provide some relief in that? @nitin_gadkari",2020-06-30 05:42:55+00:00,
8665,16706,18166,19766,19766,SakalMediaNews,कसं होणार Mission Begin Again? निम्म्यांहून जास्त मुंबई कंटेन्मेंट झोनमध्ये https://www.esakal.com/mumbai/covid-19-half-mumbais-population-living-containment-zones-314569 #MissinBeginAgain #ContentmentZones #Sakal #Corona #CoronaVirus #MarathiNews #Lockdown #Covid19 #SakalNews,2020-06-30 05:42:31+00:00,#MissinBeginAgain #ContentmentZones #Sakal #Corona #CoronaVirus #MarathiNews #Lockdown #Covid19 #SakalNews
8667,16710,18170,19770,19770,airnews_Chennai,"கோவிட்-19 தடுப்புப் பணிகளுக்காக 1,769 மருத்துவர்கள் உட்பட 14,814 மருத்துவசார் பணியாளர்கள் கூடுதலாக பணியமர்த்தப்பட்டுள்ளதாக மாநில அரசு கூறியுள்ளது. #TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19 #lockdownextension",2020-06-30 05:41:06+00:00,#TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19 #lockdownextension
8668,16712,18172,19772,19772,sunnewstamil,விருதுநகர் அரசு மருத்துவமனையில் 8 கர்ப்பிணிகள் உள்பட 14 பேருக்கு கொரோனா பாதிப்பு #SunNews #Covid19 #Lockdown #Virudhunagar #Coronacases,2020-06-30 05:40:42+00:00,#SunNews #Covid19 #Lockdown #Virudhunagar #Coronacases
8669,16714,18174,19774,19774,airnews_Chennai,மாநிலம் முழுவதும் 703 கட்டுப்படுத்தப்பட்ட மண்டலங்கள் உள்ளதாக தமிழக அரசு கூறியுள்ளது. #TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19 #lockdownextension,2020-06-30 05:39:50+00:00,#TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19 #lockdownextension
8673,16722,18182,19784,19784,TheNationNews,"#TuesdayHeadlines 30th of June 2020 1. #COVID19: 18 councils with 60% of cases for #lockdown - https://thenationonlineng.net/covid-19-18-councils-with-60-of-cases-for-lockdown/ 2. #Electricity tariff hike to wait as @DrAhmadLawan, @femigbaja intervene - https://thenationonlineng.net/electricity-tariff-hike-to-wait-as-lawan-gbajabiamila-intervene/ @Kingbiodun_ Dr Funmilayo Wike ASUU #LockdownExtension",2020-06-30 05:36:19+00:00,#TuesdayHeadlines #COVID19 #lockdown #Electricity #LockdownExtension
8687,16750,18212,19816,19816,airnews_Chennai,நெல்லை சந்திப்பு மீனாட்சிபுரத்தில் கொரோனா பாதிப்பு உள்ள பகுதியில் மாநகராட்சி அதிகாரிகள் ஆய்வு செய்து கிருமிநாசினி தெளித்து நோய் தடுப்பு நடவடிக்கை எடுத்தனர். #TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19 #lockdownextension,2020-06-30 05:20:13+00:00,#TamilNadu #TN #Lockdown #StaySafe #Corona #COVID19 #lockdownextension
8695,16766,18230,19837,19837,bruce_newsome,"#Lockdown will soon be over, but #social irresponsibility will continue, and that affects our #health https://conservativewoman.co.uk/manners-matter-in-the-age-of-covid/ #covid19uk #coronavirusuk #covid19 #healthcare",2020-06-30 05:02:06+00:00,#Lockdown #social #health #covid19uk #coronavirusuk #covid19 #healthcare
8701,16777,18241,19849,19849,sunnewstamil,"இந்தியாவில் கடந்த 24 மணி நேரத்தில் 18,552 பேருக்கு கொரோனா பாதிப்பு உறுதியாகியுள்ளது #SunNews #Covid19 #Lockdown #IndiaFightsCoronavirus",2020-06-30 04:55:21+00:00,#SunNews #Covid19 #Lockdown #IndiaFightsCoronavirus
8720,16812,18291,19916,19916,NetitharamNews,#coronaepidemic #COVID19 #deputyspeaker #netitharamnews #netitharam #coronadeaths #worldfightscorona #IndiaFightsCorona #StayHome #StaySafe #pmo #icmr #pib #modi #lockdown #frontlinewarriors #frontlineworkers #coronaupdates #coronanews,2020-06-30 03:50:40+00:00,#coronaepidemic #COVID19 #deputyspeaker #netitharamnews #netitharam #coronadeaths #worldfightscorona #IndiaFightsCorona #StayHome #StayHome #StaySafe #pmo #icmr #pib #modi #lockdown #frontlinewarriors #frontlineworkers #coronaupdates #coronanews
8722,16816,18296,19921,19921,NewsMobileIndia,"Keep up with your morning #Newspaper routine, even amid #lockdown with our special Daily Morning Digest! For the latest updates visit http://bit.ly/2UxuMRw #Coronavirus #CoronavirusPandemic #CoronavirusLockdown #COVID19 ",2020-06-30 03:44:53+00:00,#Newspaper #lockdown #Coronavirus #CoronavirusPandemic #CoronavirusLockdown #COVID19
8729,16830,18310,19937,19937,CatchNews,"#COVID19: Unlock 2 guidelines released, lockdown in containment zones extended till July 31 #Unlock2 #UnlockIndia #lockdown #lockdownextension",2020-06-30 03:24:32+00:00,#COVID19 #Unlock2 #UnlockIndia #lockdown #lockdownextension
8733,16838,18319,19946,19946,suvarnanewstv,ಕೊರೋನಾ ಸೋಂಕಿತ SSLC ವಿದ್ಯಾರ್ಥಿನಿಗೆ ಡಿಸಿ ಕಾಲ್..! #COVID19 #Lockdown #SSLC #Exam,2020-06-30 03:15:15+00:00,#COVID19 #Lockdown #SSLC #Exam
8738,16848,18330,19958,19958,PragNews,"Unlock 2.0: What remains open, what remains closed? Complete list here #Unlock2 #Lockdown #Covid19 #CoronaThreat #Coronavirus #ContainmentZones https://pragnews.com/unlock-2-0-what-remains-open-what-remains-closed-complete-list-here/regional/",2020-06-30 02:56:02+00:00,#Unlock2 #Lockdown #Covid19 #CoronaThreat #Coronavirus #ContainmentZones
8771,16914,18400,20033,20033,Sawadeesiamnews,#China had previously declared the #coronavirus pandemic in #Beijing under its control. #beijing #china #coronavirus #covid19 #lockdown #xinfadimarket,2020-06-30 01:19:00+00:00,#China #coronavirus #Beijing #beijing #china #coronavirus #covid19 #lockdown #xinfadimarket
8784,16935,18425,20060,20060,ABSCBNNews,"2 simbahan sa Quiapo at Malate, naka-lockdown matapos magpositibo sa #COVID19 ang ilang pari ",2020-06-30 00:40:00+00:00,#COVID19
8786,16939,18429,20064,20064,gulf_news,UK reimposes local lockdown on #coronvirus hit Leicester #COVID19 ,2020-06-30 00:30:00+00:00,#coronvirus #COVID19
8790,16947,18437,20072,20072,FairNewsDaily,WHO warns coronavirus pandemic is speeding up as countries ease lockdown rules #covidiots #COVID19 #coronavirus https://www.cnbc.com/2020/06/29/who-warns-coronavirus-pandemic-is-speeding-up-as-countries-ease-lockdown-rules.html,2020-06-30 00:15:31+00:00,#covidiots #COVID19 #coronavirus
8804,16972,18462,20097,20097,Delhipostnews,#CityMakers a significant workforce can contribute in multiple ways to the #economy #postlockdown #Lockdown #IMPRI study indicates the need for policy improvements @ar5184 #DrArjunKumar #COVID19 #ProfBalwantSinghMehta @impriindia @PMOIndia @NITIAayog,2020-06-29 23:55:21+00:00,#CityMakers #economy #postlockdown #Lockdown #IMPRI #DrArjunKumar #COVID19 #ProfBalwantSinghMehta
8858,17070,18566,20210,20210,BBCNewsnight,"“There was a lot of pressure to get the economy back open.” Mayor of Wichita Falls in Texas, Stephen Santellana says “a little political pressure” to ease lockdown restrictions has resulted in the number of #Covid19 cases rising #Newsnight",2020-06-29 22:31:44+00:00,#Covid19 #Newsnight
